	Dim1	Dim2	new_membership	class
1001000187.D9	-4.904717	66.44296	OPC	5
1001000187.G8	-1.5442686	74.171165	OPC	5
1001000187.B10	-0.58191544	61.354458	OPC	5
1001000187.H11	19.1583	41.824535	Neuron	4
1001000187.G1	3.6976185	74.90603	OPC	5
1001000187.C4	-9.820969	-53.47631	Microglia	3
1001000187.E12	18.022253	41.99611	Neuron	4
1001000187.A4	-2.5741374	61.50685	OPC	5
1001000187.B8	0.65165186	71.80519	OPC	5
1001000187.F9	40.35507	-37.0141	Astrocyte	1
1001000187.F10	19.914606	40.76535	Neuron	4
1001000187.H2	-10.97717	62.08521	OPC	5
1001000187.B1	-4.4159117	-55.86552	Microglia	3
1001000187.F3	19.368807	40.89286	Neuron	4
1001000187.C12	6.975806	60.20696	OPC	5
1001000187.D6	2.86518	66.96324	OPC	5
1001000187.C3	-11.038853	58.70367	OPC	5
1001000187.G11	-9.044037	50.911884	OPC	5
1001000187.E5	1.1653024	72.98209	OPC	5
1001000187.B3	3.8973577	72.929886	OPC	5
1001000187.A1	-5.0475807	62.023098	OPC	5
1001000187.E10	9.262868	71.89156	OPC	5
1001000191.B4	44.338867	-5.999216	9	8
1001000194.G3	31.406248	-71.17552	Oligodendrocyte	6
1001000194.G11	37.300663	-66.02374	Oligodendrocyte	6
1001000194.F5	26.734846	-72.8753	Oligodendrocyte	6
1001000194.G10	33.18658	-71.993996	Oligodendrocyte	6
1001000194.E8	28.252443	-72.21584	Oligodendrocyte	6
1001000194.C5	27.557987	-74.65221	Oligodendrocyte	6
1001000194.G12	26.09224	-73.64655	Oligodendrocyte	6
1001000194.C8	27.678965	-72.20912	Oligodendrocyte	6
1001000010.D9	37.24748	-67.06173	Oligodendrocyte	6
1001000010.C1	4.1986275	-34.296055	Microglia	3
1001000010.C8	-33.920795	32.87367	7	7
1001000010.G3	-32.11851	32.73367	7	7
1001000010.H3	-33.701954	32.99361	7	7
1001000010.F10	-37.10381	28.298811	7	7
1001000010.F7	15.696067	-43.4097	Microglia	3
1001000010.E8	-33.90194	25.125896	7	7
1001000010.D5	-12.571328	-5.7853374	Microglia	3
1001000010.F8	-32.91405	33.166206	7	7
1001000010.G2	2.6148925	-28.103565	Microglia	3
1001000010.B4	-6.623021	-32.743206	Microglia	3
1001000010.C5	4.6618333	-31.103073	Microglia	3
1001000010.B5	-5.333101	-16.030424	Microglia	3
1001000010.F1	-33.37321	31.924042	7	7
1001000012.C7	10.905587	1.6802588	8	9
1001000012.A11	20.902462	-1.7027332	8	9
1001000012.E3	10.136058	0.897417	8	9
1001000012.E1	19.276163	9.73875	8	9
1001000012.E10	23.779263	1.2651066	8	9
1001000012.F1	8.739513	-3.0514123	8	9
1001000012.E9	9.712295	-0.36959937	8	9
1001000012.G4	12.519562	8.347537	8	9
1001000012.F6	17.618736	14.187474	8	9
1001000012.E4	14.554034	-4.14867	8	9
1001000012.F3	24.480047	14.177277	8	9
1001000012.H5	23.883066	4.378273	8	9
1001000012.A9	21.913813	18.237392	8	9
1001000012.G5	11.168338	6.1184807	8	9
1001000012.C5	14.173716	13.717669	8	9
1001000012.A5	15.001152	14.76958	8	9
1001000012.B1	11.932094	13.788555	8	9
1001000012.D10	16.567387	0.106027275	8	9
1001000012.B2	10.077887	-1.2351271	8	9
1001000012.G8	10.637613	-3.7031333	8	9
1001000012.D5	9.06189	-2.4862626	8	9
1001000012.H9	14.889312	-4.017575	8	9
1001000012.A8	19.515224	6.122437	8	9
1001000012.E6	17.549435	17.194834	8	9
1001000012.F2	9.649535	-4.7484326	8	9
1001000012.A4	9.657254	5.931247	8	9
1001000012.G1	12.351294	8.570495	8	9
1001000012.F7	14.821934	7.086656	8	9
1001000012.F4	11.928388	8.872514	8	9
1001000012.H6	14.529294	2.076065	8	9
1001000012.F9	20.948568	11.499278	8	9
1001000012.C4	11.175034	7.224714	8	9
1001000012.C6	18.473312	13.301485	8	9
1001000012.C3	18.748837	-2.2836986	8	9
1001000012.F8	13.867963	0.15135247	8	9
1001000012.G9	17.488674	9.632197	8	9
1001000012.A1	10.205956	-4.928102	8	9
1001000012.G7	17.47697	9.512229	8	9
1001000012.D8	12.043985	8.228887	8	9
1001000012.G10	14.072056	-2.4893637	8	9
1001000012.B3	15.403309	9.690487	8	9
1001000012.C1	18.011908	16.544062	8	9
1001000012.C9	18.607422	13.577419	8	9
1001000012.B5	11.921845	13.110056	8	9
1001000012.C10	15.823171	16.514795	8	9
1001000012.A6	8.693765	1.8009076	8	9
1001000012.C2	12.213977	7.59586	8	9
1001000012.G6	11.332139	6.880748	8	9
1001000012.D4	19.99468	1.2886617	8	9
1001000012.B7	22.383205	-3.2710114	8	9
1001000012.B10	25.15779	1.7177827	8	9
1001000012.B11	6.5439835	8.458599	8	9
1001000012.A10	24.172672	-0.21550964	8	9
1001000012.D2	57.58714	19.267405	9	8
1001000012.D3	13.626612	12.483781	8	9
1001000012.H2	9.04548	-4.4322977	8	9
1001000012.A3	21.600044	21.094164	8	9
1001000012.B8	24.928864	5.919268	8	9
1001000012.D11	8.752812	11.201367	8	9
1001000012.H10	10.864339	5.4935627	8	9
1001000012.B6	15.168488	14.934574	8	9
1001000012.B4	15.619864	15.499353	8	9
1001000012.C8	15.35413	1.647459	8	9
1001000012.D1	24.278603	0.3865619	8	9
1001000012.H7	10.143971	3.5520241	8	9
1001000012.G3	12.736487	5.4959764	8	9
1001000012.H1	19.09723	16.129364	8	9
1001000012.A2	17.754942	15.807356	8	9
1001000012.F5	7.5261464	-2.1962812	8	9
1001000012.D9	9.585777	3.286168	8	9
1001000012.C11	24.426538	-2.0650141	8	9
1001000012.H4	11.469439	-0.83064425	8	9
1001000012.E7	11.831151	-5.7194533	8	9
1001000012.H8	12.118598	16.509428	8	9
1001000012.H3	8.849742	2.2228956	8	9
1001000012.G2	15.1086035	3.995615	8	9
1001000012.A7	12.552813	-0.32619485	8	9
1001000012.D6	21.718563	5.912855	8	9
1001000012.C12	6.5218463	8.453241	8	9
1001000012.F11	11.046144	1.4030827	8	9
1001000012.E12	8.740578	11.185142	8	9
1001000012.G12	11.595544	0.15966704	8	9
1001000012.E11	7.37329	5.1193376	8	9
1001000012.B12	12.360758	5.2835383	8	9
1001000012.D12	24.416092	-2.0599527	8	9
1001000012.A12	15.047232	10.623818	8	9
1001000012.F12	19.524555	4.658733	8	9
1001000012.G11	24.443283	0.2384888	8	9
1001000014.H9	38.801144	-66.354866	Oligodendrocyte	6
1001000014.B2	33.472095	-70.47591	Oligodendrocyte	6
1001000014.G7	36.724037	-67.41232	Oligodendrocyte	6
1001000014.E9	30.267422	-68.39644	Oligodendrocyte	6
1001000014.C8	35.222374	-66.28833	Oligodendrocyte	6
1001000014.E3	33.188145	-69.304665	Oligodendrocyte	6
1001000014.F6	31.152975	-68.90528	Oligodendrocyte	6
1001000014.C3	-3.5790768	-15.655571	Microglia	3
1001000014.E6	37.26939	-68.3206	Oligodendrocyte	6
1001000014.D12	33.17292	-68.715355	Oligodendrocyte	6
1001000014.D6	37.789032	-67.08556	Oligodendrocyte	6
1001000014.G12	37.86426	-66.40214	Oligodendrocyte	6
1001000014.C1	29.787247	-72.2435	Oligodendrocyte	6
1001000014.F11	-2.6199872	40.123913	OPC	5
1001000014.E5	34.69956	-66.929214	Oligodendrocyte	6
1001000015.B2	25.6875	18.354124	8	9
1001000017.A3	-32.88933	25.279398	7	7
1001000017.C10	33.600163	-67.872574	Oligodendrocyte	6
1001000017.A4	-22.513117	-1.527732	7	7
1001000017.F3	36.137276	-67.70323	Oligodendrocyte	6
1001000017.A9	-1.0503238	38.20038	OPC	5
1001000017.A11	-1.1871992	40.634296	OPC	5
1001000017.H7	27.70248	-70.16935	Oligodendrocyte	6
1001000017.G11	-0.8863482	37.08276	OPC	5
1001000017.A8	0.69012487	37.54273	OPC	5
1001000017.B7	6.355656	-31.627705	Microglia	3
1001000017.E2	36.840946	-66.60382	Oligodendrocyte	6
1001000017.F12	26.426323	24.542366	8	9
1001000017.F6	38.79526	-66.00807	Oligodendrocyte	6
1001000017.D10	34.405144	-69.24937	Oligodendrocyte	6
1001000017.C9	-0.93150604	37.546387	OPC	5
1001000017.E12	22.419266	19.906052	8	9
1001000017.E10	23.123987	16.715137	8	9
1001000017.B1	32.260544	-67.99793	Oligodendrocyte	6
1001000017.G1	31.646286	-70.051445	Oligodendrocyte	6
1001000017.D9	35.331947	-67.90067	Oligodendrocyte	6
1001000017.B3	0.42747825	38.130276	OPC	5
1001000017.F10	-12.814965	8.539392	7	7
1001000017.E4	7.3635716	-30.981539	Microglia	3
1001000017.B5	34.953594	-70.82046	Oligodendrocyte	6
1001000017.A6	1.0956964	36.9209	OPC	5
1001000017.E5	-1.5448753	37.65908	OPC	5
1001000017.G5	36.255257	-66.7301	Oligodendrocyte	6
1001000017.D8	-1.3096838	36.963615	OPC	5
1001000017.F5	36.97856	-67.417015	Oligodendrocyte	6
1001000017.G9	36.50008	-68.85055	Oligodendrocyte	6
1001000017.D1	-1.6078819	43.495502	OPC	5
1001000017.F7	22.063524	19.439524	8	9
1001000017.B12	-0.6034607	36.268116	OPC	5
1001000017.H4	37.318462	-66.888794	Oligodendrocyte	6
1001000018.C1	37.04635	-67.86673	Oligodendrocyte	6
1001000018.D10	28.351011	3.7956526	8	9
1001000018.F11	25.866276	16.472921	Astrocyte	1
1001000019.B5	-6.3694663	-15.280592	7	7
1001000019.C6	-36.50734	21.713606	7	7
1001000019.C2	-31.884054	25.57095	7	7
1001000019.B12	2.3475046	-33.55797	Microglia	3
1001000019.G9	-32.74898	32.9582	7	7
1001000019.F6	5.156439	-32.35089	Microglia	3
1001000019.F9	33.10116	-69.2105	Oligodendrocyte	6
1001000019.B10	-10.109589	-20.220531	Microglia	3
1001000019.C1	-32.41827	32.425625	7	7
1001000019.A3	-0.9150254	-33.67515	Microglia	3
1001000019.D5	-34.92958	22.538279	7	7
1001000019.G12	-9.777622	-21.182987	Microglia	3
1001000019.E3	32.440216	-70.23988	Oligodendrocyte	6
1001000028.D10	25.919159	16.816458	8	9
1001000028.F6	23.177416	4.042147	8	9
1001000028.C6	14.981774	1.778282	8	9
1001000031.B4	25.069798	0.71896374	8	9
1001000031.B3	20.63041	12.735672	8	9
1001000031.F12	24.167912	5.0490503	8	9
1001000031.B11	19.485094	7.588564	8	9
1001000031.G8	21.387814	5.471249	8	9
1001000031.H2	20.054499	6.8216586	8	9
1001000031.C4	19.456322	18.991882	8	9
1001000031.F6	27.618353	3.4003742	8	9
1001000031.B7	25.09287	14.777288	8	9
1001000031.A1	21.866701	-0.14796257	8	9
1001000031.F5	22.68948	7.5997434	8	9
1001000031.D8	22.147547	12.867545	8	9
1001000031.B5	25.166643	3.2423124	8	9
1001000031.C5	59.680748	41.127464	Endothelial	2
1001000031.G3	15.051084	1.3227808	8	9
1001000031.D10	19.355307	14.276362	8	9
1001000031.B8	13.227264	13.08192	8	9
1001000031.G6	22.629395	1.7704816	8	9
1001000031.D11	19.790234	16.762749	8	9
1001000031.A8	-16.38106	-17.222197	7	7
1001000031.A6	20.296116	7.0353546	8	9
1001000031.C12	14.648951	0.18624973	8	9
1001000031.C8	19.16861	7.3497224	8	9
1001000031.D2	19.869143	1.0936309	8	9
1001000031.A12	13.225647	-0.07349484	8	9
1001000031.F2	23.901884	16.058716	8	9
1001000031.G4	22.597052	3.489779	8	9
1001000031.F10	27.713337	1.1265411	8	9
1001000031.E10	52.44974	49.82669	Endothelial	2
1001000031.C9	14.858758	2.6678452	8	9
1001000031.D6	56.358868	48.053185	Endothelial	2
1001000031.D1	56.243767	47.57721	Endothelial	2
1001000031.H5	11.315885	2.6818209	8	9
1001000031.A11	6.588054	8.14798	8	9
1001000031.C6	16.23953	-2.043043	8	9
1001000031.B10	58.951836	41.276787	Endothelial	2
1001000031.E3	21.268578	5.40533	8	9
1001000031.C7	26.852037	5.75532	8	9
1001000031.H7	21.874226	-0.17521128	8	9
1001000031.E11	33.541813	-1.636765	8	9
1001000031.G7	21.80736	1.3803505	8	9
1001000031.F11	24.040552	5.9219823	8	9
1001000031.A2	13.55289	9.190303	8	9
1001000031.F1	20.074926	1.2192023	8	9
1001000031.G12	12.096126	16.496473	8	9
1001000031.E2	25.619102	7.889979	8	9
1001000031.E5	59.69695	40.947323	Endothelial	2
1001000031.E12	14.501889	5.4330354	8	9
1001000031.C11	22.03198	-2.5410542	8	9
1001000031.A9	26.42708	2.3167317	8	9
1001000031.C10	21.318316	19.05747	8	9
1001000031.B9	9.726331	-1.6631126	8	9
1001000031.H10	16.99114	1.8293173	8	9
1001000031.F7	21.148674	20.530706	8	9
1001000031.G1	59.76404	40.884964	Endothelial	2
1001000031.D3	21.940903	20.928722	8	9
1001000031.C2	21.889921	6.7682276	8	9
1001000031.G10	27.818565	1.0256736	8	9
1001000031.A10	20.35607	14.248754	8	9
1001000031.E1	25.529419	5.0362034	8	9
1001000031.A7	24.141113	1.6475822	8	9
1001000031.C1	14.020083	8.994864	8	9
1001000031.F9	19.498476	14.700196	8	9
1001000031.A5	18.30959	5.9098635	8	9
1001000031.F3	6.566249	-31.426273	Microglia	3
1001000031.A3	24.42157	7.911295	8	9
1001000031.E4	22.357428	21.220324	8	9
1001000031.B12	20.915127	3.696756	8	9
1001000031.A4	23.50156	-3.7637806	8	9
1001000031.H4	19.810146	13.544493	8	9
1001000031.D12	22.01158	6.8214183	8	9
1001000031.E6	18.745857	0.31992942	8	9
1001000031.F4	25.636366	4.884079	8	9
1001000031.H1	18.935919	11.938258	8	9
1001000031.G5	20.812164	6.9317966	8	9
1001000031.H9	6.6212945	1.221355	8	9
1001000032.F7	52.38563	50.056725	Endothelial	2
1001000032.C4	42.127712	-6.8627906	Astrocyte	1
1001000032.D8	14.2313	1.4346874	8	9
1001000032.D2	36.082294	-5.7846794	9	8
1001000032.F8	16.253788	-4.324448	8	9
1001000032.E9	11.5215435	-3.0539353	8	9
1001000032.G12	59.066902	41.20879	Endothelial	2
1001000032.H10	26.355051	-0.8721664	8	9
1001000032.A10	25.991693	4.117584	8	9
1001000032.C10	21.690266	2.1334155	8	9
1001000032.A5	56.803474	48.85822	Endothelial	2
1001000032.F1	57.054974	48.65649	Endothelial	2
1001000032.F11	24.72422	6.1791663	8	9
1001000032.E2	56.919502	48.624874	Endothelial	2
1001000032.B5	9.88071	-1.3568165	8	9
1001000032.A9	57.799454	48.75628	Endothelial	2
1001000032.D6	14.300387	12.298195	8	9
1001000032.D12	36.56468	-3.114694	8	9
1001000032.E10	13.831183	-1.5206372	8	9
1001000032.B9	27.847548	3.5285501	8	9
1001000032.F5	25.869505	3.6988342	8	9
1001000032.G11	57.103268	48.377575	Endothelial	2
1001000032.B8	28.949833	1.8016006	8	9
1001000032.F6	30.462265	1.7897887	8	9
1001000032.D11	59.548515	40.77321	Endothelial	2
1001000032.F9	55.813087	48.915558	Endothelial	2
1001000032.G8	14.941483	-3.0362158	8	9
1001000032.B12	24.634111	2.524966	8	9
1001000032.C8	8.028508	-4.3405895	8	9
1001000032.B6	21.34012	1.2464474	8	9
1001000032.D9	7.516686	5.256059	8	9
1001000032.F12	58.8654	41.326984	Endothelial	2
1001000032.A12	17.93412	2.8611605	8	9
1001000032.C7	29.352104	1.5925449	8	9
1001000032.C3	56.368458	47.448357	Endothelial	2
1001000032.G10	29.948689	-3.6846776	8	9
1001000032.D10	25.972157	8.072921	8	9
1001000032.H5	59.130653	40.765244	Endothelial	2
1001000032.G4	19.223032	9.694564	8	9
1001000032.B7	6.975442	0.20593497	8	9
1001000032.C11	16.779783	16.05018	8	9
1001000032.F10	53.426914	50.83874	Endothelial	2
1001000032.E5	18.124727	2.9459302	8	9
1001000032.B2	23.291204	6.0612655	8	9
1001000032.E7	56.965263	48.11375	Endothelial	2
1001000033.B11	-17.264202	-13.257448	7	7
1001000033.A11	-8.077692	-17.468937	7	7
1001000033.A5	-23.156147	-4.8398304	7	7
1001000033.F3	16.158497	-1.7681507	8	9
1001000033.D12	-15.206422	-16.343672	7	7
1001000033.E4	-8.300764	-15.504959	7	7
1001000033.B12	-25.754105	-4.9974065	7	7
1001000033.E10	-17.672323	-19.217022	7	7
1001000033.F6	-16.629547	-15.101336	7	7
1001000033.E8	-9.428429	-15.978789	Microglia	3
1001000033.C12	-19.841652	-5.67531	7	7
1001000033.E5	-10.307584	-25.816174	Microglia	3
1001000033.A6	-23.347477	0.34989938	7	7
1001000033.C10	-17.525354	-11.780385	7	7
1001000033.F7	-25.355488	-10.090603	7	7
1001000033.A4	-19.19366	-11.199034	7	7
1001000033.F11	-21.632523	2.61878	7	7
1001000033.E6	-18.236216	-12.083262	7	7
1001000033.A7	-21.585115	0.24593788	7	7
1001000033.D9	-19.42789	0.23380838	7	7
1001000033.C5	-13.613941	-14.713112	7	7
1001000033.B5	-8.390195	-21.288647	7	7
1001000033.B3	-21.133255	-11.787697	7	7
1001000033.G11	-19.546755	-11.473544	7	7
1001000033.D8	-15.4819765	-16.925598	7	7
1001000033.E2	-18.194735	-13.183141	7	7
1001000033.C7	-13.528817	-26.842888	Microglia	3
1001000033.C11	-28.566847	0.6618046	7	7
1001000033.H2	-15.846499	-17.48379	7	7
1001000033.G1	-15.287956	-15.209658	7	7
1001000033.G9	-5.3187237	-34.26676	Microglia	3
1001000033.B2	-19.504936	-17.35863	7	7
1001000033.F9	-10.792698	-16.418306	7	7
1001000033.F10	-13.187876	-16.244349	7	7
1001000033.H10	-56.088852	-2.632376	7	7
1001000033.G12	-18.20834	-14.145769	7	7
1001000033.F12	20.543062	15.389817	8	9
1001000033.A12	-9.551289	-17.777525	Microglia	3
1001000033.H3	-10.159334	-26.547714	Microglia	3
1001000033.D6	-26.111465	-0.014676396	7	7
1001000033.H7	-20.406918	-8.276851	7	7
1001000033.E9	-31.376076	32.75742	7	7
1001000033.H5	-18.296148	-19.699802	7	7
1001000033.H4	14.228233	-43.83204	Microglia	3
1001000033.A3	-50.835762	-5.1868343	7	7
1001000033.A1	-8.570953	-15.897903	7	7
1001000033.B6	-18.617966	-20.853363	7	7
1001000033.G6	-10.248969	-28.588299	Microglia	3
1001000033.D2	-10.268037	-28.629217	Microglia	3
1001000033.E11	-18.709833	-18.399023	7	7
1001000033.E7	-18.248886	-14.278109	7	7
1001000033.B1	-17.460646	-11.749044	7	7
1001000033.E1	-15.471922	-4.6302624	7	7
1001000033.G10	-3.994735	-15.839357	Microglia	3
1001000033.B9	-18.963564	-15.943844	7	7
1001000033.G8	-18.886166	0.4466684	7	7
1001000033.G2	-18.660713	0.4215012	7	7
1001000033.G3	-13.959964	-14.885608	7	7
1001000033.G4	-21.36825	-8.316066	7	7
1001000033.C2	-16.598177	-18.452421	7	7
1001000033.D3	-18.025936	-13.256808	7	7
1001000033.F4	-18.001833	-13.820861	7	7
1001000033.B7	-29.089504	-35.668682	7	7
1001000033.C3	-34.819202	22.049631	7	7
1001000033.C4	-9.831545	-21.614471	Microglia	3
1001000033.A10	-29.71219	0.540699	7	7
1001000033.E12	-9.495955	-25.794718	Microglia	3
1001000033.H6	-11.040706	-26.484962	Microglia	3
1001000033.H9	-16.557768	3.301921	7	7
1001000033.F1	-18.990368	-15.257823	7	7
1001000033.C9	-19.691162	-13.102116	7	7
1001000033.F2	-43.18754	15.813451	7	7
1001000033.C1	-20.947104	-11.840892	7	7
1001000033.H8	-5.4658213	-24.284925	Microglia	3
1001000033.A2	-13.115997	-25.617195	Microglia	3
1001000033.G7	-21.953892	0.34077227	7	7
1001000033.D1	-44.165504	-14.74048	7	7
1001000033.H1	-18.387383	-21.35822	7	7
1001000033.E3	-22.820255	-4.845558	7	7
1001000033.C8	-16.586283	-18.583866	7	7
1001000033.D4	-26.355244	-30.954128	7	7
1001000033.G5	-15.080383	-18.580027	7	7
1001000033.A9	-22.160294	-26.905918	7	7
1001000033.D10	-8.025951	-15.767413	Microglia	3
1001000033.B4	-16.140621	-17.984097	7	7
1001000034.C11	27.761946	-72.14356	Oligodendrocyte	6
1001000034.G7	37.54277	-67.41569	Oligodendrocyte	6
1001000034.D3	33.77889	-67.978836	Oligodendrocyte	6
1001000034.B2	-0.19797614	37.069782	OPC	5
1001000034.C12	30.381582	-70.27374	Oligodendrocyte	6
1001000034.H10	30.855406	-70.91071	Oligodendrocyte	6
1001000036.H9	31.758354	-72.310234	Oligodendrocyte	6
1001000036.B3	18.5204	22.617542	8	9
1001000036.D11	32.31956	-69.44408	Oligodendrocyte	6
1001000036.C1	30.133854	-72.136734	Oligodendrocyte	6
1001000036.B9	31.374756	-69.96655	Oligodendrocyte	6
1001000036.D6	32.287407	-69.48582	Oligodendrocyte	6
1001000036.E2	-15.761083	-16.372314	Microglia	3
1001000036.H5	15.034974	-44.314335	Microglia	3
1001000036.G3	33.58808	-70.000595	Oligodendrocyte	6
1001000036.F4	34.16085	-69.18236	Oligodendrocyte	6
1001000036.A11	-10.19845	4.653416	7	7
1001000036.D10	-9.430842	-24.450766	Microglia	3
1001000036.B7	31.437962	-69.95334	Oligodendrocyte	6
1001000036.A3	29.990313	-70.633736	Oligodendrocyte	6
1001000036.C11	-1.4819552	39.951412	OPC	5
1001000036.B5	28.168747	-71.84785	Oligodendrocyte	6
1001000036.E9	-1.6690153	39.079666	OPC	5
1001000036.E11	5.2657633	-31.36123	Microglia	3
1001000036.E5	29.243057	-72.4369	Oligodendrocyte	6
1001000036.D2	-16.39208	-0.45224437	7	7
1001000036.F9	21.891895	19.268892	8	9
1001000036.A8	4.2387586	-29.635305	Microglia	3
1001000036.E12	29.447475	-69.86481	Oligodendrocyte	6
1001000037.B8	15.754623	1.2325746	8	9
1001000037.G9	19.67763	11.613412	8	9
1001000037.C9	22.09867	4.287879	8	9
1001000037.F8	15.472891	9.409666	8	9
1001000037.C8	-1.5546055	36.597416	OPC	5
1001000037.F1	19.650578	15.225964	8	9
1001000037.C11	23.264885	2.4748094	8	9
1001000037.B10	9.499777	-5.3230686	8	9
1001000037.G1	6.713529	8.268471	8	9
1001000037.A8	12.847752	6.662592	8	9
1001000037.C6	-15.676147	-13.58315	7	7
1001000037.B12	15.343331	3.2412164	8	9
1001000037.C7	13.8767805	-2.3754954	8	9
1001000037.E10	7.0589337	0.9246256	8	9
1001000037.D7	21.079044	12.55361	8	9
1001000037.F12	22.28808	5.112914	8	9
1001000037.B11	17.006414	12.467469	8	9
1001000037.E8	18.806873	15.833294	8	9
1001000037.A5	12.381883	16.53498	8	9
1001000037.G11	27.339903	1.058829	8	9
1001000037.E7	13.185568	4.4806323	8	9
1001000037.G7	14.703099	7.245432	8	9
1001000037.B7	17.85587	16.148209	8	9
1001000037.B1	-0.89668787	37.82693	OPC	5
1001000037.G2	15.562021	-1.583459	8	9
1001000037.E3	19.792433	12.753655	8	9
1001000037.D10	10.607686	-2.8563359	8	9
1001000037.D3	26.338318	23.854866	8	9
1001000037.B3	8.593259	-2.4552112	8	9
1001000037.F10	10.88449	-2.9812968	8	9
1001000037.D2	10.2508	0.99585706	8	9
1001000037.C12	10.82153	8.366621	8	9
1001000037.B5	10.8762665	8.063963	8	9
1001000037.A10	9.878473	-3.826587	8	9
1001000037.E2	12.463551	2.4154627	8	9
1001000037.H10	23.047695	4.4760017	8	9
1001000037.G4	11.116462	-3.7630212	8	9
1001000037.D4	11.191392	1.349376	8	9
1001000037.D5	17.688995	12.564335	8	9
1001000037.F5	10.019898	5.571776	8	9
1001000037.F7	9.901378	5.5190735	8	9
1001000037.C3	13.7796	12.724796	8	9
1001000037.G12	22.847208	6.3070707	8	9
1001000037.D1	13.841953	3.2089095	8	9
1001000037.F2	12.61312	10.699618	8	9
1001000037.C4	12.3490715	2.9832153	8	9
1001000037.H8	12.891914	12.598944	8	9
1001000037.H6	30.681854	-0.3733861	8	9
1001000037.C10	12.890158	4.001336	8	9
1001000037.G3	6.8905478	0.9742742	8	9
1001000037.E6	12.147255	6.386054	8	9
1001000037.A12	13.414453	9.508213	8	9
1001000037.A11	26.270477	13.819852	8	9
1001000037.A1	13.110499	12.7917	8	9
1001000037.F11	22.286545	12.945478	8	9
1001000037.B6	15.787338	14.648367	8	9
1001000037.A2	21.44467	20.59856	8	9
1001000037.A6	13.4780035	14.47748	8	9
1001000037.A4	23.530014	18.89142	8	9
1001000037.E1	11.943409	3.3865182	8	9
1001000037.G5	29.38435	0.7546584	8	9
1001000037.C5	18.607725	14.736994	8	9
1001000037.F6	9.004704	5.7932086	8	9
1001000037.A3	20.90304	3.0465653	8	9
1001000037.G10	18.273533	14.736027	8	9
1001000037.E4	13.518923	-2.171217	8	9
1001000037.E11	14.718369	14.444701	8	9
1001000037.E9	9.557237	7.166095	8	9
1001000037.H1	14.003259	3.7810822	8	9
1001000037.C2	-0.49497548	37.533627	OPC	5
1001000037.H3	30.76987	-0.6549909	8	9
1001000037.D8	9.388476	4.3680487	8	9
1001000037.H5	27.947655	0.44135916	8	9
1001000037.D9	12.9260025	11.861411	8	9
1001000037.F4	16.948526	15.160824	8	9
1001000037.A9	7.3202453	-2.1110008	8	9
1001000037.F9	16.234968	6.5859156	8	9
1001000037.B9	24.40936	14.923239	8	9
1001000037.H7	8.256186	-4.4113836	8	9
1001000037.D6	20.57935	4.5874257	8	9
1001000037.C1	13.192666	13.52354	8	9
1001000037.H4	21.470798	13.935469	8	9
1001000229.G10	-32.100727	-7.085637	7	7
1001000229.A12	-51.484085	-19.23859	7	7
1001000229.B11	-37.628746	-7.661426	7	7
1001000229.B3	-48.93107	-19.323177	7	7
1001000229.F7	-65.804245	20.81707	7	7
1001000229.H7	-49.07555	-5.8004947	7	7
1001000229.C9	-26.4724	-25.5524	7	7
1001000229.B8	-32.246643	-13.171364	7	7
1001000229.G9	-34.130287	-10.708464	7	7
1001000229.D6	-44.698627	-27.222288	7	7
1001000229.C4	-45.9523	-24.076702	7	7
1001000229.G2	50.950596	24.909496	9	8
1001000229.E7	-49.880394	-10.930614	7	7
1001000229.E5	-39.47322	-25.20421	7	7
1001000229.D11	-41.658848	-20.793736	7	7
1001000229.C2	-43.51493	-10.690863	7	7
1001000229.E11	-44.711998	-8.230015	7	7
1001000229.H2	-42.821487	-32.94214	7	7
1001000229.D4	-44.56715	29.701927	7	7
1001000229.F2	-44.56642	-19.94014	7	7
1001000229.G12	-55.579727	25.303835	7	7
1001000229.F9	-53.6697	15.761482	7	7
1001000229.H9	-42.41046	30.738695	7	7
1001000229.A7	-36.088696	-37.42685	7	7
1001000229.A2	-33.31149	-10.101048	7	7
1001000229.B5	-50.941555	-20.346247	7	7
1001000229.C11	-63.575245	-3.1438677	7	7
1001000229.H4	-49.19958	-24.613518	7	7
1001000229.A4	-25.274042	-19.316349	7	7
1001000229.C6	-30.384912	-27.028944	7	7
1001000229.D2	-63.929256	-3.5552216	7	7
1001000229.G5	-50.732285	-12.570213	7	7
1001000229.F4	-31.779396	-15.31041	7	7
1001000229.H10	-34.888126	-28.254183	7	7
1001000229.F11	-35.47791	-32.181133	7	7
1001000229.A6	-53.433323	4.743604	7	7
1001000229.G7	42.963696	29.29497	9	8
1001000229.D7	-31.659353	-3.6745052	7	7
1001000229.E9	-39.590427	-23.58457	7	7
1001000229.E2	-45.07589	-23.91431	7	7
1001000229.H6	-49.898148	-20.493917	7	7
1001000229.B9	-43.09749	-8.751772	7	7
1001000229.B2	-66.76018	-1.6207284	7	7
1001000229.F6	-52.582832	1.910515	7	7
1001000229.D5	-38.367542	-27.515245	7	7
1001000229.H1	-39.464775	-22.231266	7	7
1001000229.C5	-35.271908	7.4527044	7	7
1001000229.E6	-37.781815	-10.888363	7	7
1001000229.E10	-41.466995	28.648352	7	7
1001000229.G8	-37.897892	-12.788026	7	7
1001000229.D10	-51.949482	5.868151	7	7
1001000229.B10	45.78929	26.014122	9	8
