	Dim1	Dim2	new_membership	class
1001000247.D7	-51.080784	24.616018	7	7
1001000247.G4	34.574886	-1.9707657	9	8
1001000247.H1	-39.991585	18.450428	7	7
1001000247.E6	-19.731464	-15.196518	7	7
1001000247.D9	-53.281425	19.95008	7	7
1001000247.H3	-29.619656	-28.979841	7	7
1001000247.D12	-46.975876	22.306644	7	7
1001000247.C5	-39.25252	27.874033	7	7
1001000247.H11	-43.922924	23.229862	7	7
1001000247.F6	-26.588848	1.1300272	7	7
1001000247.F12	-36.45517	19.147545	7	7
1001000247.C3	29.959892	-3.908903	8	9
1001000247.G8	-35.63999	10.887187	7	7
1001000247.D5	-45.135452	29.739008	7	7
1001000247.G1	-66.27076	24.757818	7	7
1001000247.F8	-67.50085	22.113997	7	7
1001000248.G2	0.35845578	-46.56738	Microglia	3
1001000248.E9	-3.3937824	49.77679	OPC	5
1001000248.E2	-10.302044	-50.693436	Microglia	3
1001000248.H7	-1.5162055	51.93551	OPC	5
1001000248.F7	6.8875737	-36.987667	Microglia	3
1001000248.F1	-8.099333	69.80672	OPC	5
1001000248.D8	-3.5411158	45.486095	OPC	5
1001000248.G8	-5.790889	70.73938	OPC	5
1001000248.B8	-10.919523	51.365185	OPC	5
1001000248.H5	-8.328373	69.91692	OPC	5
1001000248.A9	-8.926564	50.6978	OPC	5
1001000248.C6	0.15446353	-45.687786	Microglia	3
1001000248.A2	4.035197	71.55721	OPC	5
1001000248.D2	-1.3685589	44.69772	OPC	5
1001000248.B4	-1.1897181	64.24334	OPC	5
1001000248.A5	10.246011	-47.586765	Microglia	3
1001000248.G4	4.754836	-40.830418	Microglia	3
1001000248.E4	-6.8951845	44.245926	OPC	5
1001000248.C8	-8.395406	-57.62722	Microglia	3
1001000248.H9	-4.746911	51.59115	OPC	5
1001000248.F10	-8.914101	63.513268	OPC	5
1001000248.A7	0.85280925	56.86993	OPC	5
1001000248.F9	3.7360823	62.2371	OPC	5
1001000248.F3	3.4770896	-51.151863	Microglia	3
1001000248.H11	-15.995312	-44.46793	Microglia	3
1001000248.E11	-12.397294	52.74411	OPC	5
1001000248.B6	2.6814692	63.1026	OPC	5
1001000248.B9	-8.113054	-52.11303	Microglia	3
1001000248.G12	-11.601328	43.077625	OPC	5
1001000248.A4	-12.010196	51.52647	OPC	5
1001000248.D11	-9.05352	46.6035	OPC	5
1001000248.A6	-1.0500365	-27.199308	Microglia	3
1001000248.F5	6.749525	-35.642048	Microglia	3
1001000248.G3	-2.239041	-43.709236	Microglia	3
1001000248.D5	-20.561945	-48.62121	Microglia	3
1001000248.H2	6.573109	-49.098896	Microglia	3
1001000248.B7	-7.2694764	45.67824	OPC	5
1001000248.B2	-7.4229894	63.82015	OPC	5
1001000248.C2	-8.253405	-54.49585	Microglia	3
1001000248.E7	3.5622485	57.222893	OPC	5
1001000248.H10	-3.4641397	-52.18424	Microglia	3
1001000248.D7	7.9298873	-38.165997	Microglia	3
1001000248.G7	-4.7508845	47.88542	OPC	5
1001000248.E8	-23.622784	1.1417587	7	7
1001000248.B3	11.8381605	-33.30577	Microglia	3
1001000248.E3	-5.638555	42.658463	OPC	5
1001000248.B5	-1.4874616	48.199306	OPC	5
1001000248.B10	-8.803103	49.560726	OPC	5
1001000248.F11	-7.430561	48.031353	OPC	5
1001000248.D9	-4.1723995	-25.324648	Microglia	3
1001000248.A10	-8.015849	-42.14601	Microglia	3
1001000248.H8	6.5954843	45.977993	OPC	5
1001000248.D1	1.8364092	59.158424	OPC	5
1001000248.C9	-8.2032995	47.458958	OPC	5
1001000248.F2	-1.6029681	58.121456	OPC	5
1001000248.F8	-15.561304	-45.0383	Microglia	3
1001000248.E10	9.175841	-46.580082	Microglia	3
1001000248.A8	-8.60204	-48.22227	Microglia	3
1001000248.G1	2.234113	-45.074802	Microglia	3
1001000248.H3	-11.651635	-54.225357	Microglia	3
1001000248.D10	-10.880733	-51.22654	Microglia	3
1001000248.C7	-11.602486	43.060596	OPC	5
1001000248.E5	-0.38126448	48.00698	OPC	5
1001000248.D4	-7.6345186	48.317204	OPC	5
1001000248.C3	-3.7875514	47.99577	OPC	5
1001000248.E6	12.711353	-36.97094	Microglia	3
1001000248.C1	1.9703263	-34.25063	Microglia	3
1001000248.G11	3.753703	62.249233	OPC	5
1001000248.A3	-8.9011965	59.595802	OPC	5
1001000248.H1	-3.5806046	47.22794	OPC	5
1001000248.B1	-0.7237405	-40.771812	Microglia	3
1001000248.G9	-9.684879	53.700577	OPC	5
1001000248.D6	11.328407	-34.370586	Microglia	3
1001000248.G5	4.584818	65.956184	OPC	5
1001000248.A1	7.3521013	-32.081165	Microglia	3
1001000248.C5	5.9001102	57.648983	OPC	5
1001000248.F6	-2.8304045	47.082397	OPC	5
1001000248.C11	-6.815085	52.28896	OPC	5
1001000248.E1	-20.037294	-51.85522	Microglia	3
1001000249.F3	-17.53265	-3.1792912	7	7
1001000249.E4	-0.05931484	48.843674	OPC	5
1001000249.H2	17.792696	41.683037	Neuron	4
1001000249.D8	-2.4908245	50.279274	OPC	5
1001000249.C2	-6.098065	48.53131	OPC	5
1001000249.E2	1.6651132	60.363953	OPC	5
1001000249.B3	-5.638993	58.376232	OPC	5
1001000249.G11	-7.943759	61.842976	OPC	5
1001000249.G2	-10.356827	51.82211	OPC	5
1001000249.D3	1.3979409	48.184765	OPC	5
1001000249.E5	-0.6608411	53.666393	OPC	5
1001000249.F8	-0.08551447	52.90442	OPC	5
1001000249.D6	-2.1877966	45.391983	OPC	5
1001000249.H7	9.480487	-34.8627	Microglia	3
1001000249.H6	0.818225	75.66894	OPC	5
1001000249.F12	-2.9693162	43.212795	OPC	5
1001000249.B5	0.9822762	54.3191	OPC	5
1001000249.F6	-11.748966	51.012615	OPC	5
1001000249.E11	-2.699646	-57.510815	Microglia	3
1001000249.H9	-1.3898727	50.037304	OPC	5
1001000249.F1	2.0743556	-47.634262	Microglia	3
1001000249.G10	-0.58981323	57.12688	OPC	5
1001000249.E9	-11.131567	61.794025	OPC	5
1001000249.H4	31.186533	-9.923012	9	8
1001000249.F10	-5.882938	48.23918	OPC	5
1001000249.G5	-0.30341944	47.299908	OPC	5
1001000249.B12	2.6419113	56.212795	OPC	5
1001000249.G3	0.18781339	62.256325	OPC	5
1001000249.E8	-11.096027	55.718575	OPC	5
1001000249.D11	-8.9648	-37.63441	Microglia	3
1001000249.B4	11.872294	-35.67463	Microglia	3
1001000249.E3	-12.987919	55.809162	OPC	5
1001000249.G1	-3.2467184	53.03233	OPC	5
1001000249.E6	-31.448698	-25.64898	7	7
1001000249.D4	-0.64430124	61.161892	OPC	5
1001000249.F7	-6.2646856	44.36938	OPC	5
1001000249.C3	3.123816	63.50535	OPC	5
1001000249.H8	1.6254985	48.040813	OPC	5
1001000249.G12	-7.464855	-55.660683	Microglia	3
1001000249.E1	-0.42613304	60.385036	OPC	5
1001000249.F4	-8.693295	-39.41047	Microglia	3
1001000249.E12	-1.6867157	74.11193	OPC	5
1001000249.A3	0.06898975	68.8374	OPC	5
1001000249.F2	34.002388	-7.2548966	9	8
1001000249.D1	0.518418	-47.696247	Microglia	3
1001000249.G8	-8.385973	-36.161274	Microglia	3
1001000249.G9	4.1302223	46.539234	OPC	5
1001000249.H1	-9.445552	61.055187	OPC	5
1001000249.H3	-3.8072896	59.969345	OPC	5
1001000249.F11	-4.5376205	59.75056	OPC	5
1001000250.A4	53.705032	13.792703	8	9
1001000250.C2	35.211773	-10.453566	9	8
1001000250.D1	32.165764	23.870674	8	9
1001000250.B8	36.530106	-9.735281	9	8
1001000250.F5	28.313854	16.043282	8	9
1001000250.G3	29.958109	23.21139	8	9
1001000250.H7	44.698685	29.183256	9	8
1001000250.F2	22.286379	-4.116579	8	9
1001000250.E2	39.38035	-11.104948	9	8
1001000250.A2	30.82311	-5.8568196	8	9
1001000250.B2	38.63707	-14.316367	9	8
1001000250.G7	45.28102	30.678732	9	8
1001000250.B12	33.86383	24.16245	8	9
1001000250.B3	37.42177	24.280573	8	9
1001000250.H5	30.399021	24.400867	8	9
1001000250.G1	35.57334	-3.0981297	8	9
1001000250.G9	27.043335	13.982923	8	9
1001000250.F6	37.749	24.297527	9	8
1001000250.G4	32.879196	23.386995	8	9
1001000250.A3	44.458984	29.57486	9	8
1001000250.C1	30.833817	29.163242	8	9
1001000250.D4	30.002052	22.882189	8	9
1001000250.E1	33.78504	24.811768	8	9
1001000250.C5	41.299507	13.845485	8	9
1001000250.C11	45.9616	23.835278	9	8
1001000250.E9	28.06206	16.011438	8	9
1001000250.F7	37.84205	-11.912214	9	8
1001000250.B4	35.39218	23.083834	8	9
1001000250.C10	41.612724	29.017246	9	8
1001000250.H6	29.54111	21.2629	8	9
1001000250.B1	31.080908	-6.3536687	9	8
1001000250.G2	47.627033	28.132807	9	8
1001000250.A6	34.252914	23.56147	8	9
1001000250.F9	32.462856	22.868052	8	9
1001000250.E4	31.858446	23.307217	8	9
1001000250.C4	37.188705	25.241722	8	9
1001000250.H4	34.239784	23.429207	8	9
1001000251.C10	47.89821	19.26936	9	8
1001000251.F5	36.237404	-10.899288	9	8
1001000251.B12	36.660477	19.233301	8	9
1001000252.B2	43.79644	29.959007	9	8
1001000252.G6	59.406265	19.156826	9	8
1001000252.D5	31.22227	23.10396	8	9
1001000252.A6	44.05052	29.936117	9	8
1001000252.H3	48.26675	23.89099	9	8
1001000252.B1	44.570885	28.556814	9	8
1001000252.C6	45.75859	29.102043	9	8
1001000252.G9	24.030304	25.420403	8	9
1001000252.G12	37.151505	-10.407829	9	8
1001000252.A12	36.321594	-10.79449	9	8
1001000253.G6	39.649246	-38.612293	Astrocyte	1
1001000253.B5	36.445583	-6.4198885	9	8
1001000253.H2	34.951847	-32.48099	Astrocyte	1
1001000253.F6	36.212765	-13.58746	9	8
1001000253.B11	34.213673	-31.939995	Astrocyte	1
1001000253.H11	-3.1447303	48.22656	OPC	5
1001000253.H9	-12.46059	55.485023	OPC	5
1001000253.A10	2.5202107	55.92823	OPC	5
1001000253.E5	35.16923	-30.06116	Astrocyte	1
1001000253.H7	2.7236757	75.32886	OPC	5
1001000253.E12	38.80014	-38.665325	Astrocyte	1
1001000253.B1	35.363037	-12.073227	9	8
1001000253.G12	41.52963	-35.415558	Astrocyte	1
1001000253.D6	-2.4356315	42.66801	OPC	5
1001000253.F9	3.8176947	72.03619	OPC	5
1001000253.E9	34.760834	-15.870769	Astrocyte	1
1001000253.A9	31.10858	-11.146439	9	8
1001000253.H5	36.045128	-34.64412	Astrocyte	1
1001000253.G2	34.96385	-14.693475	9	8
1001000253.F11	-5.6606708	45.8715	OPC	5
1001000253.B7	-11.19518	57.94731	OPC	5
1001000253.A7	-5.092541	46.03088	OPC	5
1001000253.H1	39.80747	-34.85747	Astrocyte	1
1001000253.A11	32.748264	-11.908157	9	8
1001000253.E4	33.142742	-26.789837	Astrocyte	1
1001000253.D9	0.80046797	68.160194	OPC	5
1001000253.F7	35.21221	-12.306861	9	8
1001000253.D8	33.12454	-34.38742	Astrocyte	1
1001000253.B6	-5.508156	49.62382	OPC	5
1001000253.C10	37.75152	-38.842194	Astrocyte	1
1001000253.E1	36.38215	-11.745107	9	8
1001000253.F1	27.34969	15.505974	8	9
1001000253.H8	-3.2488694	49.066723	OPC	5
1001000253.C4	34.656765	-30.396782	Astrocyte	1
1001000253.G1	36.09671	-31.83542	Astrocyte	1
1001000253.B4	34.45181	-4.155072	9	8
1001000253.A8	35.10827	-14.935943	9	8
1001000253.H4	35.562435	-33.00167	Astrocyte	1
1001000253.D5	40.389656	-37.039577	Astrocyte	1
1001000253.C6	36.622566	-35.53997	Astrocyte	1
1001000253.F12	-7.597514	43.256153	OPC	5
1001000253.G7	41.076454	-34.8463	Astrocyte	1
1001000253.D10	-2.907333	46.657524	OPC	5
1001000254.C4	28.373865	-72.62317	Oligodendrocyte	6
1001000254.G7	38.33574	-34.920666	Astrocyte	1
1001000254.E5	-7.986569	57.246166	OPC	5
1001000254.C8	1.6939262	57.97022	OPC	5
1001000254.C11	33.17192	-26.080385	Astrocyte	1
1001000254.H10	1.9619958	47.98773	OPC	5
1001000254.F6	-11.604863	48.04836	OPC	5
1001000254.G9	-2.4451206	50.339146	OPC	5
1001000254.G10	38.64327	-36.700027	Astrocyte	1
1001000254.G5	-2.1407123	56.71958	OPC	5
1001000254.D10	39.2833	-34.934647	Astrocyte	1
1001000254.E1	37.088432	-32.12057	Astrocyte	1
1001000254.F2	-0.18076387	48.768627	OPC	5
1001000254.C12	-1.4718877	34.60493	OPC	5
1001000254.E3	1.003975	69.009796	OPC	5
1001000254.C1	-3.335146	44.942326	OPC	5
1001000254.A6	-5.8916	48.102116	OPC	5
1001000254.E7	27.951918	13.395951	Astrocyte	1
1001000254.A10	38.656673	-33.04325	Astrocyte	1
1001000254.D8	33.549454	-9.281533	9	8
1001000254.C3	-3.9362168	63.360153	OPC	5
1001000254.F4	39.506687	-38.471317	Astrocyte	1
1001000254.G1	27.764275	-70.27055	Oligodendrocyte	6
1001000254.B2	-9.580629	47.20697	OPC	5
1001000254.G2	-4.9574766	46.986687	OPC	5
1001000254.G6	35.45306	-12.790058	9	8
1001000254.C9	-2.3172078	42.575043	OPC	5
1001000254.C5	-8.956945	44.14141	OPC	5
1001000254.F12	38.49496	-39.116734	Astrocyte	1
1001000254.F3	38.408478	-38.546776	Astrocyte	1
1001000254.E2	-3.2217433	45.43274	OPC	5
1001000254.A5	37.820015	-38.84921	Astrocyte	1
1001000254.E11	2.237451	51.105713	OPC	5
1001000254.H4	33.584698	-12.7583065	9	8
1001000254.A11	29.73134	23.017822	8	9
1001000254.G8	38.554596	-37.794735	Astrocyte	1
1001000254.A3	1.4605684	66.705574	OPC	5
1001000254.A9	-2.1031942	58.973183	OPC	5
1001000254.F1	-4.4338727	48.651546	OPC	5
1001000254.B5	32.91932	-34.46443	Astrocyte	1
1001000254.H5	-1.461689	63.850662	OPC	5
1001000254.A7	33.35883	-9.543731	9	8
1001000254.B8	33.072422	-25.641296	Astrocyte	1
1001000254.D9	32.915195	-9.640416	9	8
1001000254.A1	1.9106768	58.23049	OPC	5
1001000254.H3	-12.082806	51.06494	OPC	5
1001000254.B3	-0.33500364	46.919357	OPC	5
1001000254.F5	0.54273593	50.17881	OPC	5
1001000254.C2	31.6192	-12.06721	9	8
1001000254.D4	-2.6472354	53.58491	OPC	5
1001000254.D12	38.0952	-34.64783	Astrocyte	1
1001000255.H1	35.527493	-28.995989	Astrocyte	1
1001000255.B4	36.82066	-12.399558	9	8
1001000255.A10	-4.849128	49.740826	OPC	5
1001000255.F3	-10.641919	53.21396	OPC	5
1001000255.D4	-3.6955118	71.550354	OPC	5
1001000255.C11	-2.3175447	51.264336	OPC	5
1001000255.C2	37.745804	-13.76428	9	8
1001000255.A12	1.6375502	64.870964	OPC	5
1001000255.G10	34.866314	-14.59863	9	8
1001000255.E11	-0.65503037	35.813526	OPC	5
1001000255.E2	-4.771335	46.24976	OPC	5
1001000255.B6	38.6105	-35.605896	Astrocyte	1
1001000255.D2	-0.19111273	53.031475	OPC	5
1001000255.G1	35.062447	-12.259668	9	8
1001000255.A1	37.021492	-28.138199	Astrocyte	1
1001000255.A6	-2.6183157	36.286205	OPC	5
1001000255.D8	39.423676	-37.0114	Astrocyte	1
1001000255.D1	-11.643515	52.747585	OPC	5
1001000255.F7	35.42436	-30.614923	Astrocyte	1
1001000255.F4	-5.4446683	47.112003	OPC	5
1001000255.B8	34.699707	-36.165005	Astrocyte	1
1001000255.B12	-5.721227	62.413162	OPC	5
1001000255.F5	-4.297704	51.584557	OPC	5
1001000255.G3	-10.173017	49.48131	OPC	5
1001000255.B5	33.389343	-25.761292	Astrocyte	1
1001000255.H8	36.15572	-35.538815	Astrocyte	1
1001000255.E5	35.907368	-34.842896	Astrocyte	1
1001000255.D5	33.40513	-12.600206	9	8
1001000255.F10	37.036793	-12.591049	9	8
1001000255.G5	37.803223	-34.185223	Astrocyte	1
1001000255.C9	-2.6591623	38.222427	OPC	5
1001000255.E12	-2.8622963	36.31533	OPC	5
1001000255.F8	33.749233	-1.6574999	9	8
1001000255.C10	32.997593	-25.4583	Astrocyte	1
1001000255.A2	37.808235	-37.672565	Astrocyte	1
1001000255.E9	38.770355	-36.503796	Astrocyte	1
1001000255.E8	38.578224	-34.0982	Astrocyte	1
1001000255.D9	-5.358191	44.49143	OPC	5
1001000255.G8	-12.672643	46.118954	OPC	5
1001000255.G12	26.424875	13.920054	8	9
1001000255.A4	35.457905	-30.8253	Astrocyte	1
1001000255.A7	-4.8044257	55.072044	OPC	5
1001000255.E6	32.682472	-24.73992	Astrocyte	1
1001000255.D12	35.857815	-6.109079	9	8
1001000255.G4	4.41115	46.490055	OPC	5
1001000255.D3	-1.6142904	35.633812	OPC	5
1001000255.H5	-0.3872778	60.64363	OPC	5
1001000255.B3	-4.0595665	38.66021	OPC	5
1001000258.G2	52.242893	51.51986	Endothelial	2
1001000258.E2	-28.11705	10.4900465	7	7
1001000258.D2	55.862934	50.588257	Endothelial	2
1001000258.F11	20.392187	23.859232	8	9
1001000258.C8	-30.606295	10.76262	7	7
1001000258.D12	22.356321	56.83382	8	9
1001000258.C12	56.90144	-12.274966	9	8
1001000258.H5	27.348654	59.242958	OPC	5
1001000258.A12	25.20343	54.976048	OPC	5
1001000258.G1	34.06943	63.859116	OPC	5
1001000258.H11	29.03058	56.13879	OPC	5
1001000258.H1	17.914206	20.53429	8	9
1001000258.F12	18.54309	25.494385	8	9
1001000258.E12	-34.367012	25.007187	7	7
1001000258.B9	27.746881	63.683285	OPC	5
1001000258.G10	19.30053	24.084442	8	9
1001000258.F7	29.546309	64.21894	OPC	5
1001000258.A7	-26.988894	10.6161175	7	7
1001000258.B11	-27.513582	11.604721	7	7
1001000258.C9	28.221033	56.986225	OPC	5
1001000258.E7	-32.756577	-1.9377912	7	7
1001000258.G11	19.584188	22.233765	8	9
1001000258.G9	27.59097	61.43392	OPC	5
1001000258.F10	24.036837	22.95055	8	9
1001000258.H10	23.155146	57.02826	OPC	5
1001000258.E11	-23.59513	6.538972	7	7
1001000258.E8	28.971611	56.63973	OPC	5
1001000258.E4	28.322199	64.379944	OPC	5
1001000258.D7	26.571077	58.16036	OPC	5
1001000258.H2	-31.54301	9.938847	7	7
1001000258.F6	22.51911	59.987164	OPC	5
1001000259.E12	26.644009	-73.96348	Oligodendrocyte	6
1001000259.F5	-24.377113	0.36425096	7	7
1001000259.G3	7.2620525	45.63918	7	7
1001000259.G4	7.6206594	45.424347	7	7
1001000259.H5	-49.31922	9.331643	7	7
1001000259.A12	32.447445	60.803318	OPC	5
1001000259.B5	-40.88166	8.410731	7	7
1001000259.F4	30.324121	63.566788	OPC	5
1001000259.D6	-36.89876	-1.0794157	7	7
1001000259.G6	24.9196	64.31145	OPC	5
1001000259.E4	-51.909283	14.802735	7	7
1001000259.B7	32.906116	57.80228	OPC	5
1001000259.F2	32.624958	65.05785	OPC	5
1001000259.C9	31.616957	62.998928	OPC	5
1001000259.A4	31.28092	64.3532	OPC	5
1001000259.C4	30.994787	65.404755	OPC	5
1001000259.D12	24.937727	22.62301	8	9
1001000259.A10	33.384388	59.77997	OPC	5
1001000259.G9	28.690166	28.533562	8	9
1001000259.G10	24.495007	52.555393	OPC	5
1001000259.F9	55.592266	47.412624	Endothelial	2
1001000259.C2	24.605694	66.1228	OPC	5
1001000259.B8	32.736053	-73.91937	Oligodendrocyte	6
1001000259.B2	-34.303875	9.699425	7	7
1001000259.H2	28.765144	10.289967	8	9
1001000259.E11	-69.194115	21.327688	7	7
1001000259.B10	31.828352	60.55743	OPC	5
1001000259.F3	33.83631	60.14363	OPC	5
1001000259.E2	23.95982	63.81614	OPC	5
1001000259.D7	32.54874	61.051632	OPC	5
1001000259.H6	-29.911427	11.358484	7	7
1001000259.C10	25.54783	62.430798	OPC	5
1001000259.C6	-64.36079	-8.042478	7	7
1001000259.B6	24.530918	66.35023	Neuron	4
1001000259.F11	29.016768	58.661903	OPC	5
1001000259.A6	32.52874	64.53884	OPC	5
1001000259.D11	-32.492622	8.553158	7	7
1001000259.F8	-25.037142	9.719914	7	7
1001000259.C1	53.266228	13.905059	8	9
1001000259.F10	-29.550594	7.033879	7	7
1001000259.E7	30.294403	63.940178	OPC	5
1001000259.D2	29.480564	58.84183	OPC	5
1001000259.H1	18.420095	25.641975	8	9
1001000259.G12	23.70731	23.320242	8	9
1001000259.G11	23.945484	63.826286	OPC	5
1001000259.G7	-50.082783	13.036037	7	7
1001000259.D5	30.49464	62.804745	OPC	5
1001000259.E8	26.963469	56.73959	OPC	5
1001000259.E10	-32.59724	-1.9649789	7	7
1001000259.D4	-60.751347	22.81165	7	7
1001000259.C7	-26.79323	11.378708	7	7
1001000259.H4	26.340385	55.08479	OPC	5
1001000259.G1	23.11912	59.71346	OPC	5
1001000259.H3	-25.587542	12.767176	7	7
1001000260.G9	25.195892	55.22528	OPC	5
1001000260.B2	23.066748	57.08428	8	9
1001000260.F2	30.091955	61.61528	OPC	5
1001000260.A5	29.960135	59.855057	OPC	5
1001000260.E7	-57.43359	17.275833	7	7
1001000260.D5	28.139301	60.708332	OPC	5
1001000260.A10	25.029305	54.920906	OPC	5
1001000260.H9	18.91506	25.58291	8	9
1001000260.B4	47.405727	23.604853	9	8
1001000260.E2	25.66467	64.610115	OPC	5
1001000260.E9	24.18164	63.31326	OPC	5
1001000260.A7	29.176075	57.6424	OPC	5
1001000260.C11	28.879425	58.935116	OPC	5
1001000260.D10	52.75688	51.38208	Endothelial	2
1001000260.A1	31.346064	63.34606	OPC	5
1001000260.E6	25.169497	55.80323	OPC	5
1001000260.C2	-27.12411	10.714982	7	7
1001000260.B6	27.553719	60.974743	OPC	5
1001000260.C9	-29.34172	8.237253	7	7
1001000260.G5	23.165926	61.036907	OPC	5
1001000260.E4	18.73512	-2.2723503	8	9
1001000260.B12	22.255106	60.204548	OPC	5
1001000260.F5	-32.178207	8.576239	7	7
1001000260.B8	-20.828012	8.350783	7	7
1001000260.D12	27.32491	60.933735	OPC	5
1001000260.B10	32.101627	58.369083	OPC	5
1001000260.E8	-37.35571	21.956408	7	7
1001000260.G7	20.401379	24.981884	8	9
1001000260.B1	32.76793	61.924896	OPC	5
1001000260.H8	-32.737144	9.480999	7	7
1001000260.F10	-30.245543	11.002628	7	7
1001000260.A6	-29.10679	-6.8086414	7	7
1001000260.E11	-50.849163	9.353902	7	7
1001000260.F7	19.112757	24.67798	8	9
1001000260.C7	-23.830936	9.397442	7	7
1001000260.D6	61.303482	20.07883	9	8
1001000260.B5	23.992142	62.31017	OPC	5
1001000260.A8	-31.249554	7.862695	7	7
1001000260.H11	18.795504	23.185429	8	9
1001000260.C4	-34.67292	25.816992	7	7
1001000260.F3	-26.007236	10.178091	7	7
1001000260.D4	22.84314	61.700523	OPC	5
1001000260.G3	19.791826	24.59541	8	9
1001000260.A2	29.417212	60.67891	OPC	5
1001000260.C6	31.089344	60.751385	OPC	5
1001000260.F1	28.684763	64.4157	OPC	5
1001000260.B11	22.732264	62.006878	OPC	5
1001000260.B9	23.362621	59.86422	OPC	5
1001000260.C12	30.49623	59.461246	OPC	5
1001000260.G4	24.311192	26.534607	8	9
1001000260.F11	31.635393	60.047592	OPC	5
1001000260.D2	-30.107544	8.256579	7	7
1001000260.E12	23.373133	64.04062	OPC	5
1001000260.F8	-46.94997	-3.0136409	7	7
1001000260.E1	34.21442	60.159634	OPC	5
1001000260.A9	28.378168	58.492943	OPC	5
1001000260.A4	28.22831	63.421387	OPC	5
1001000260.C1	-32.363007	9.684514	7	7
1001000260.D7	-55.346306	11.591701	7	7
1001000260.C10	30.78971	57.803062	OPC	5
1001000260.F12	29.113272	61.34123	OPC	5
1001000260.E10	62.217285	20.184717	9	8
1001000260.C8	31.194096	61.137127	OPC	5
1001000260.E5	25.250204	60.603348	OPC	5
1001000260.E3	19.47998	24.543098	8	9
1001000260.B3	25.382883	60.62598	OPC	5
1001000260.D9	24.287258	59.09834	OPC	5
1001000260.A12	-58.74908	16.682129	7	7
1001000260.H5	53.96017	51.193764	Endothelial	2
1001000260.G10	27.17125	59.247116	OPC	5
1001000262.G12	59.468708	41.291454	Endothelial	2
1001000264.B4	-17.83121	-42.643486	Microglia	3
1001000264.F11	-9.894817	-37.31208	Microglia	3
1001000264.D8	-10.648402	-23.871471	Microglia	3
1001000264.C7	-28.436686	-35.26673	7	7
1001000264.A12	-19.868626	-47.50645	Microglia	3
1001000264.C10	-15.694701	-51.347935	Microglia	3
1001000264.G7	-25.02191	-49.873535	Microglia	3
1001000264.C1	-6.6962657	-32.089314	Microglia	3
1001000264.E7	-18.650219	-4.029299	7	7
1001000264.F7	-9.595752	-54.76036	Microglia	3
1001000264.E11	-26.97415	-28.380318	7	7
1001000264.H1	-26.498137	-45.086624	Microglia	3
1001000264.F9	-21.428658	-51.412807	Microglia	3
1001000264.A6	-10.828744	-56.8976	Microglia	3
1001000264.D6	-14.201563	3.3855183	7	7
1001000264.H10	-10.256377	-26.419744	Microglia	3
1001000264.G5	-20.554583	-51.720245	Microglia	3
1001000264.D12	-58.26068	-2.2220128	7	7
1001000264.F10	-24.240585	-42.479908	Microglia	3
1001000264.G10	-25.141531	-36.622684	7	7
1001000264.G9	-12.284404	-51.1498	Microglia	3
1001000264.A8	-22.274681	-43.038246	Microglia	3
1001000264.B9	-15.568324	-52.071537	Microglia	3
1001000264.D4	-10.872534	-37.20343	Microglia	3
1001000264.B1	-27.101679	-5.534271	7	7
1001000264.B5	-6.816262	-26.148445	Microglia	3
1001000264.B11	-33.48786	-50.470352	Microglia	3
1001000264.C12	-34.998604	-52.728012	Microglia	3
1001000264.D11	-14.511086	-49.644848	Microglia	3
1001000264.E8	-26.232689	-52.188934	Microglia	3
1001000264.E1	-70.97032	-0.7572075	7	7
1001000264.C5	-26.026829	-50.850838	Microglia	3
1001000264.C8	-21.465004	-50.066418	Microglia	3
1001000264.D7	-3.8828015	-55.061398	Microglia	3
1001000264.A4	-10.030407	-37.345314	Microglia	3
1001000264.A5	-30.48194	-48.18253	Microglia	3
1001000264.C9	-20.473812	-45.237743	Microglia	3
1001000264.H9	8.382659	-35.279842	Microglia	3
1001000264.G12	-29.907265	-46.413868	Microglia	3
1001000264.A11	-29.5678	-50.488544	Microglia	3
1001000264.A7	-24.737467	-51.120964	Microglia	3
1001000264.E12	-17.457666	-44.992542	Microglia	3
1001000264.F12	-14.463902	-53.627926	Microglia	3
1001000264.G8	-32.404457	-51.72491	Microglia	3
1001000264.D3	-22.623404	-43.075775	Microglia	3
1001000264.A1	-2.3128512	-26.624115	Microglia	3
1001000264.B8	-24.590853	-50.97901	Microglia	3
1001000264.B12	-20.615513	-43.08718	Microglia	3
1001000264.A10	-25.719692	-34.140236	Microglia	3
1001000264.D10	-28.710623	-2.6443374	7	7
1001000264.H7	-20.47535	-1.0992591	7	7
1001000264.E9	-9.414952	-55.072124	Microglia	3
1001000264.C6	-7.1899033	-31.012522	7	7
1001000264.F1	-15.68759	-51.150024	Microglia	3
1001000264.D1	-14.390896	-27.916725	Microglia	3
1001000264.G11	-36.628944	-47.82679	7	7
1001000264.B6	-21.925602	-48.056614	Microglia	3
1001000265.D7	-27.571817	-50.348557	Microglia	3
1001000265.E4	-3.1796231	-18.675034	Microglia	3
1001000265.F1	-24.97222	-46.062294	Microglia	3
1001000265.C1	-27.5685	-49.63862	Microglia	3
1001000265.H7	-26.997042	2.8539643	7	7
1001000265.B6	-20.186733	-47.556484	Microglia	3
1001000265.B11	-25.205507	-49.078705	Microglia	3
1001000265.B8	-26.35067	-52.717693	Microglia	3
1001000265.E9	-14.925633	-47.45744	Microglia	3
1001000265.G11	-0.8314238	-26.839298	Microglia	3
